region,geo
5,4080
5,4081
5,4082
5,4083
5,4084
5,4085
5,4086
5,4087
5,4088
5,4089
5,4090
5,4091
5,4092
5,4093
5,4094
5,4095
5,4096
5,4097
5,4098
6,4099
6,4100
6,4101
6,4102
6,4103
6,4104
6,4105
6,4106
6,4107
6,4108
6,4109
6,4110
6,4111
6,4112
6,4113
6,4114
6,4115
6,4116
6,4117
6,4118
6,4119
6,4120
6,4121
6,4122
6,4123
6,4124
6,4125
6,4126
6,4127
6,4128
6,4129
6,4130
6,4131
6,4132
6,4133
6,4134
6,4135
6,4136
6,4137
6,4138
6,4139
6,4140
6,4141
6,4142
6,4143
6,4144
6,4145
6,4146
6,4147
6,4148
6,4149
6,4150
6,4151
6,4152
6,4153
6,4154
6,4155
6,4156
6,4157
6,4158
6,4159
6,4160
6,4161
6,4162
6,4163
6,4164
6,4165
6,4166
6,4167
6,4168
6,4169
6,4170
6,4171
6,4172
6,4173
6,4174
6,4175
6,4176
6,4177
6,4178
6,4179
6,4180
6,4181
6,4182
6,4183
6,4184
6,4185
6,4186
6,4187
6,4188
6,4189
6,4190
6,4191
6,4192
6,4193
6,4194
6,4195
6,4196
6,4197
6,4198
6,4199
7,4200
7,4201
7,4202
7,4203
7,4204
7,4205
7,4206
7,4207
7,4208
7,4209
7,4210
7,4211
7,4212
7,4213
7,4214
7,4215
7,4216
7,4217
7,4218
7,4219
7,4220
7,4221
7,4222
7,4223
7,4224
7,4225
7,4226
7,4227
7,4228
7,4229
7,4230
7,4231
7,4232
7,4233
7,4234
7,4235
7,4236
7,4237
7,4238
7,4239
7,4240
7,4241
7,4242
7,4243
7,4244
7,4245
7,4246
7,4247
7,4248
7,4249
7,4250
7,4251
7,4252
7,4253
7,4254
7,4255
7,4256
7,4257
7,4258
7,4259
7,4260
7,4261
7,4262
7,4263
7,4264
7,4265
7,4266
7,4267
7,4268
7,4269
7,4270
7,4271
7,4272
7,4273
7,4274
7,4275
7,4276
7,4277
7,4278
7,4279
7,4280
8,4281
8,4282
8,4283
8,4284
8,4285
8,4286
8,4287
8,4288
8,4289
8,4290
8,4291
8,4292
8,4293
8,4294
8,4295
8,4296
8,4297
8,4298
8,4299
8,4300
8,4301
8,4302
8,4303
8,4304
8,4305
8,4306
8,4307
8,4308
8,4309
8,4310
8,4311
8,4312
8,4313
8,4314
8,4315
8,4316
8,4317
8,4318
8,4319
8,4320
8,4321
8,4322
8,4323
8,4324
8,4325
8,4326
8,4327
8,4328
8,4329
8,4330
8,4331
8,4332
8,4333
8,4334
8,4335
8,4336
8,4337
8,4338
8,4339
8,4340
8,4341
8,4342
8,4343
8,4344
8,4345
8,4346
8,4347
8,4348
8,4349
8,4350
8,4351
8,4352
8,4353
8,4354
8,4355
8,4356
8,4357
8,4358
8,4359
8,4360
8,4361
8,4362
8,4363
8,4364
8,4365
8,4366
8,4367
8,4368
8,4369
8,4370
8,4371
8,4372
8,4373
8,4374
8,4375
8,4376
8,4377
8,4378
8,4379
8,4380
8,4381
8,4382
8,4383
8,4384
8,4385
8,4386
8,4387
8,4388
8,4389
8,4390
8,4391
8,4392
8,4393
8,4394
8,4395
8,4396
8,4397
8,4398
8,4399
8,4400
8,4401
8,4402
8,4403
8,4404
8,4405
8,4406
8,4407
8,4408
8,4409
8,4410
8,4411
8,4412
8,4413
8,4414
8,4415
8,4416
8,4417
8,4418
8,4419
8,4420
8,4421
8,4422
8,4423
8,4424
8,4425
8,4426
8,4427
8,4428
8,4429
8,4430
8,4431
8,4432
8,4433
8,4434
8,4435
8,4436
8,4437
8,4438
8,4439
8,4440
8,4441
8,4442
8,4443
8,4444
8,4445
8,4446
8,4447
8,4448
8,4449
8,4450
8,4451
8,4452
8,4453
8,4454
8,4455
8,4456
8,4457
8,4458
8,4459
8,4460
8,4461
8,4462
8,4463
8,4464
8,4465
8,4466
8,4467
8,4468
8,4469
8,4470
8,4471
8,4472
8,4473
8,4474
8,4475
8,4476
8,4477
8,4478
8,4479
8,4480
8,4481
8,4482
8,4483
8,4484
8,4485
8,4486
8,4487
8,4488
8,4489
9,4490
9,4491
9,4492
9,4493
9,4494
9,4495
9,4496
9,4497
9,4498
9,4499
9,4500
9,4501
9,4502
9,4503
9,4504
9,4505
9,4506
9,4507
9,4508
9,4509
9,4510
9,4511
9,4512
9,4513
9,4514
9,4515
9,4516
9,4517
9,4518
9,4519
9,4520
9,4521
9,4522
9,4523
9,4524
9,4525
9,4526
9,4527
9,4528
9,4529
9,4530
9,4531
9,4532
9,4533
9,4534
9,4535
9,4536
9,4537
9,4538
9,4539
9,4540
9,4541
9,4542
9,4543
9,4544
9,4545
9,4546
9,4547
9,4548
9,4549
9,4550
9,4551
9,4552
9,4553
9,4554
9,4555
9,4556
9,4557
9,4558
9,4559
9,4560
9,4561
9,4562
9,4563
9,4564
9,4565
9,4566
9,4567
9,4568
9,4569
9,4570
9,4571
9,4572
9,4573
9,4574
9,4575
9,4576
9,4577
9,4578
9,4579
9,4580
9,4581
9,4582
9,4583
9,4584
9,4585
9,4586
9,4587
9,4588
9,4589
9,4590
9,4591
9,4592
9,4593
9,4594
9,4595
9,4596
9,4597
9,4598
9,4599
9,4600
9,4601
9,4602
9,4603
9,4604
9,4605
9,4606
9,4607
9,4608
9,4609
9,4610
9,4611
9,4612
9,4613
9,4614
9,4615
9,4616
9,4617
9,4618
9,4619
9,4620
9,4621
9,4622
9,4623
9,4624
9,4625
9,4626
9,4627
9,4628
9,4629
9,4630
9,4631
9,4632
9,4633
9,4634
9,4635
9,4636
9,4637
9,4638
9,4639
9,4640
9,4641
9,4642
10,4643
10,4644
10,4645
10,4646
10,4647
10,4648
10,4649
10,4650
10,4651
10,4652
10,4653
10,4654
10,4655
10,4656
10,4657
10,4658
10,4659
10,4660
10,4661
10,4662
10,4663
10,4664
10,4665
10,4666
10,4667
10,4668
10,4669
10,4670
10,4671
10,4672
10,4673
10,4674
10,4675
10,4676
10,4677
10,4678
10,4679
10,4680
10,4681
10,4682
10,4683
10,4684
10,4685
10,4686
10,4687
10,4688
10,4689
10,4690
10,4691
10,4692
10,4693
10,4694
10,4695
10,4696
10,4697
10,4698
10,4699
10,4700
10,4701
10,4702
10,4703
10,4704
10,4705
10,4706
10,4707
10,4708
10,4709
10,4710
10,4711
10,4712
10,4713
10,4714
10,4715
10,4716
10,4717
10,4718
10,4719
10,4720
10,4721
10,4722
10,4723
10,4724
10,4725
10,4726
10,4727
10,4728
10,4729
10,4730
10,4731
10,4732
10,4733
10,4734
10,4735
10,4736
10,4737
10,4738
10,4739
10,4740
10,4741
10,4742
10,4743
10,4744
10,4745
10,4746
10,4747
10,4748
10,4749
10,4750
10,4751
10,4752
10,4753
10,4754
10,4755
10,4756
10,4757
10,4758
10,4759
10,4760
10,4761
10,4762
10,4763
10,4764
10,4765
10,4766
10,4768
10,4769
10,4770
10,4771
10,4772
10,4773
10,4774
10,4775
10,4776
10,4777
10,4778
11,4779
11,4780
11,4781
11,4782
11,4783
11,4784
11,4785
11,4786
11,4787
11,4788
11,4789
11,4790
11,4791
11,4792
11,4793
11,4794
11,4795
11,4796
11,4797
11,4798
11,4799
11,4800
11,4801
11,4802
11,4803
11,4804
11,4805
11,4806
11,4807
11,4808
11,4809
11,4810
12,4811
12,4812
12,4813
12,4814
12,4815
12,4816
12,4817
12,4818
12,4819
12,4820
12,4821
12,4822
12,4823
12,4824
12,4825
12,4826
12,4827
12,4828
12,4829
12,4830
12,4831
12,4832
12,4833
12,4834
12,4835
12,4836
12,4837
13,4838
13,4839
13,4840
13,4841
13,4842
13,4843
13,4844
13,4845
13,4846
13,4847
13,4848
13,4849
13,4850
13,4851
13,4852
13,4853
13,4854
13,4855
13,4856
13,4857
13,4858
13,4859
13,4860
13,4861
13,4862
13,4863
13,4864
13,4865
13,4866
13,4867
13,4868
13,4869
13,4870
13,4871
13,4872
13,4873
13,4874
13,4875
13,4876
13,4877
13,4878
13,4879
13,4880
13,4881
14,4882
14,4883
14,4884
14,4885
14,4886
14,4887
14,4888
14,4889
14,4890
14,4891
14,4892
14,4893
14,4894
14,4895
14,4896
14,4897
14,4898
14,4899
14,4900
14,4901
14,4902
14,4903
14,4904
14,4905
14,4906
14,4907
14,4908
14,4909
14,4910
14,4911
14,4912
14,4913
14,4914
14,4915
14,4916
14,4917
14,4918
14,4919
14,4920
14,4921
14,4922
14,4923
14,4924
14,4925
14,4926
14,4927
14,4928
14,4929
14,4930
14,4931
14,4932
14,4933
14,4934
14,4935
14,4936
14,4937
14,4938
14,4939
14,4940
14,4941
14,4942
14,4943
14,4944
14,4945
14,4946
14,4947
14,4948
14,4949
14,4950
14,4951
14,4952
14,4953
14,4954
14,4955
14,4956
14,4957
14,4958
14,4959
14,4960
14,4961
14,4962
14,4963
14,4964
14,4965
14,4966
14,4967
14,4968
14,4969
14,4970
14,4971
14,4972
14,4973
14,4974
14,4975
14,4976
14,4977
14,4978
14,4979
14,4980
14,4981
14,4982
14,4983
14,4984
14,4985
14,4986
14,4987
14,4988
14,4989
14,4990
14,4991
14,4992
14,4993
14,4994
14,4995
14,4996
14,4997
14,4998
14,4999
14,5000
14,5001
14,5002
14,5003
14,5004
14,5005
