hid,sample_geo,gqtype,gqrtotals,gqtotals
13835,4003,2,1,1
13927,3102,2,1,1
13945,3206,1,1,1
14039,4016,2,1,1
14040,3802,2,1,1
14305,3002,2,1,1
14434,3003,1,1,1
14501,3803,1,1,1
14519,2903,2,1,1
14616,4010,2,1,1
14690,4008,2,1,1
14762,3102,1,1,1
14855,2901,2,1,1
15031,3211,2,1,1
15144,3310,1,1,1
15412,3212,2,1,1
15436,3903,1,1,1
15576,3809,1,1,1
15652,3810,2,1,1
15677,3105,2,1,1
15770,3207,2,1,1
15785,3701,2,1,1
15951,3311,2,1,1
16045,3706,1,1,1
16095,3807,2,1,1
16235,3106,2,1,1
16267,3208,2,1,1
16396,3305,2,1,1
16455,3206,2,1,1
16462,3001,2,1,1
16644,3710,1,1,1
16889,4106,2,1,1
16918,3802,2,1,1
17037,3704,2,1,1
17070,4008,2,1,1
17110,3806,1,1,1
17204,3302,1,1,1
17343,2802,2,1,1
17450,3809,2,1,1
17488,4009,1,1,1
17779,4004,1,1,1
17830,3803,2,1,1
17892,3303,1,1,1
17982,3301,2,1,1
18166,2901,2,1,1
18215,3304,2,1,1
18232,2801,2,1,1
18336,3802,2,1,1
18415,4109,1,1,1
18795,2802,2,1,1
18871,3210,2,1,1
19000,3206,2,1,1
19029,3303,1,1,1
19040,3809,2,1,1
19106,3311,2,1,1
19115,3310,2,1,1
19135,4003,2,1,1
19220,3307,2,1,1
19289,4008,2,1,1
19382,3703,2,1,1
19464,3203,2,1,1
19472,4004,2,1,1
19910,3102,1,1,1
20059,4016,2,1,1
20081,4004,2,1,1
20157,3102,1,1,1
20270,3304,2,1,1
20343,3710,1,1,1
20360,3804,2,1,1
20364,3303,1,1,1
20461,4009,1,1,1
20496,3105,1,1,1
20561,4004,1,1,1
20581,3710,1,1,1
20631,2802,2,1,1
20692,3807,2,1,1
20712,3206,2,1,1
20805,2801,1,1,1
20909,3807,2,1,1
20970,3304,2,1,1
21099,3302,1,1,1
21144,3903,1,1,1
21151,3212,1,1,1
21200,3709,2,1,1
21278,3803,2,1,1
21309,4015,2,1,1
21347,3903,2,1,1
21356,4112,2,1,1
21399,4106,2,1,1
21405,4106,2,1,1
21500,3313,1,1,1
21511,3202,2,1,1
21560,3710,2,1,1
21572,3308,2,1,1
21604,4008,2,1,1
21643,4101,2,1,1
22095,3707,1,1,1
22138,3710,1,1,1
22159,3704,1,1,1
22322,3301,2,1,1
22431,3103,2,1,1
22480,3802,2,1,1
22662,3810,2,1,1
22993,3802,2,1,1
23034,2801,2,1,1
23167,3212,1,1,1
23242,2902,1,1,1
23449,4006,2,1,1
23451,4009,2,1,1
23528,4002,2,1,1
23568,3202,1,1,1
23633,2902,2,1,1
23894,3305,1,1,1
24084,3710,2,1,1
24208,3810,2,1,1
24268,3804,2,1,1
24485,4111,2,1,1
24575,4003,1,1,1
25158,3806,2,1,1
25210,3804,1,1,1
25250,3702,1,1,1
25307,4112,2,1,1
25329,4109,1,1,1
25338,4004,2,1,1
25357,3807,2,1,1
25383,3103,2,1,1
25386,3201,2,1,1
25400,3710,2,1,1
25515,3205,2,1,1
25663,3003,2,1,1
25829,3210,1,1,1
25862,3701,1,1,1
25981,3810,2,1,1
26156,3304,2,1,1
26184,2902,1,1,1
26309,4006,2,1,1
26507,3701,1,1,1
26539,4106,2,1,1
26587,3702,1,1,1
26591,3808,2,1,1
26667,3701,1,1,1
26755,3202,2,1,1
26774,3810,2,1,1
26877,3002,2,1,1
27077,2802,2,1,1
27113,4011,1,1,1
27565,2802,2,1,1
27571,3102,1,1,1
27666,3710,1,1,1
27745,3204,2,1,1
27819,3201,1,1,1
27984,4103,1,1,1
27999,4105,2,1,1
28271,3202,2,1,1
28422,3304,2,1,1
28540,3809,2,1,1
28596,4004,2,1,1
28829,3102,1,1,1
28904,2802,1,1,1
29013,3802,2,1,1
29188,2802,2,1,1
29205,4114,2,1,1
29255,3201,1,1,1
29285,3106,2,1,1
29302,3903,1,1,1
29336,2902,1,1,1
29573,3807,2,1,1
29660,3709,2,1,1
29700,2901,2,1,1
29749,4011,1,1,1
29967,3710,1,1,1
30082,3206,2,1,1
30109,3313,2,1,1
30114,3709,1,1,1
30121,3306,1,1,1
30183,3808,1,1,1
30322,4102,2,1,1
30380,3307,2,1,1
30411,3303,1,1,1
30540,4014,2,1,1
30541,3803,2,1,1
30579,4103,1,1,1
30796,3104,2,1,1
31054,3710,2,1,1
31209,2802,1,1,1
31259,3102,2,1,1
31411,3801,2,1,1
31416,3107,2,1,1
31460,4114,1,1,1
31557,3308,2,1,1
31798,3902,2,1,1
31837,3201,2,1,1
31917,3106,2,1,1
31951,4004,2,1,1
32041,3802,2,1,1
32113,3701,2,1,1
32333,4006,2,1,1
32354,4002,2,1,1
32433,3102,1,1,1
32631,2801,2,1,1
32678,2801,2,1,1
32790,3208,1,1,1
32806,3304,2,1,1
32862,3805,2,1,1
33550,4103,1,1,1
33644,3810,2,1,1
33663,3210,2,1,1
33800,3101,2,1,1
33827,4114,1,1,1
33880,4113,2,1,1
33881,3807,2,1,1
33925,3103,2,1,1
34161,4004,2,1,1
34332,3809,2,1,1
34344,3206,1,1,1
34517,3002,2,1,1
34634,3808,2,1,1
34769,3710,1,1,1
34865,3704,2,1,1
34891,2801,2,1,1
34943,3802,2,1,1
35187,2802,2,1,1
35292,3803,2,1,1
35323,3903,2,1,1
35330,3311,1,1,1
35357,3807,2,1,1
35394,4004,2,1,1
35442,3810,2,1,1
35489,3701,1,1,1
35617,3104,2,1,1
35644,3308,2,1,1
35683,4011,2,1,1
35777,4114,1,1,1
35834,4007,2,1,1
35874,3101,2,1,1
35889,4114,1,1,1
35896,3104,2,1,1
35959,3801,2,1,1
35998,2901,2,1,1
36190,3809,2,1,1
36363,3807,2,1,1
36548,4015,2,1,1
36667,3303,1,1,1
36830,3703,1,1,1
36834,3207,1,1,1
36883,3810,2,1,1
37046,4003,2,1,1
37331,3304,2,1,1
37337,3809,2,1,1
37450,4011,2,1,1
37478,3701,2,1,1
37487,3706,2,1,1
37698,3002,1,1,1
37755,3304,2,1,1
37871,3708,2,1,1
38036,3808,2,1,1
38122,4003,1,1,1
38461,4018,2,1,1
38469,3710,2,1,1
38559,3101,2,1,1
38581,3107,2,1,1
38648,3708,1,1,1
38680,4004,2,1,1
38728,3302,2,1,1
39023,4009,2,1,1
39055,4105,2,1,1
39057,3802,2,1,1
39177,3202,1,1,1
39355,3705,2,1,1
39527,4004,2,1,1
39539,3701,2,1,1
39611,3802,2,1,1
39660,3703,1,1,1
39965,3102,2,1,1
39983,3802,2,1,1
40145,3104,2,1,1
40203,3103,1,1,1
40278,4005,2,1,1
40297,3705,2,1,1
40428,4105,2,1,1
40464,3710,1,1,1
40579,3804,1,1,1
40801,2801,2,1,1
40889,3706,1,1,1
40999,3710,2,1,1
41014,2901,2,1,1
41093,3305,2,1,1
41251,3802,2,1,1
41471,4004,2,1,1
41613,3101,2,1,1
41636,4002,2,1,1
41655,3701,2,1,1
41671,4108,1,1,1
41793,2802,1,1,1
41824,3802,2,1,1
41878,4109,1,1,1
42027,4114,2,1,1
42069,3808,1,1,1
42408,3803,2,1,1
42501,3703,2,1,1
42632,2802,1,1,1
42669,2802,1,1,1
42843,3304,1,1,1
42994,4014,2,1,1
43002,3805,2,1,1
43015,3806,2,1,1
43084,4014,2,1,1
43097,4112,2,1,1
43160,3107,2,1,1
43192,3808,2,1,1
43296,3310,1,1,1
43623,4016,2,1,1
43920,3305,1,1,1
44009,3210,1,1,1
44032,3312,2,1,1
44052,3307,1,1,1
44076,4004,2,1,1
44116,4008,2,1,1
44168,2802,2,1,1
44180,2802,2,1,1
44240,3206,2,1,1
44242,4003,2,1,1
44249,3701,2,1,1
44294,3802,2,1,1
44482,4015,2,1,1
44505,3810,2,1,1
44514,4112,2,1,1
44556,4007,2,1,1
44560,3810,2,1,1
44625,3103,1,1,1
44646,3903,2,1,1
44730,4106,2,1,1
44776,2801,2,1,1
44976,4006,2,1,1
45080,3705,2,1,1
45155,3705,2,1,1
45268,3809,2,1,1
45307,3206,1,1,1
45330,4111,2,1,1
45387,3710,1,1,1
45606,3708,2,1,1
45702,4003,2,1,1
45708,4112,2,1,1
45739,3810,2,1,1
45756,4006,1,1,1
45866,2902,2,1,1
45891,3809,2,1,1
45971,3102,1,1,1
46035,3103,1,1,1
46244,3304,2,1,1
46251,3809,1,1,1
46360,3805,1,1,1
46512,3705,2,1,1
46587,3809,2,1,1
46601,3810,2,1,1
46662,3301,1,1,1
46706,3103,1,1,1
47084,3312,1,1,1
47183,3805,1,1,1
47225,3805,2,1,1
47462,2801,2,1,1
47477,2903,2,1,1
47489,4109,2,1,1
47571,3106,2,1,1
47610,3203,2,1,1
47648,3703,1,1,1
47668,3802,2,1,1
47699,3107,2,1,1
47764,4004,2,1,1
48234,3809,2,1,1
48314,3801,1,1,1
48337,3802,1,1,1
48401,3206,2,1,1
48503,4106,1,1,1
48506,3807,2,1,1
48507,3703,1,1,1
48644,2903,2,1,1
48687,3710,1,1,1
48957,3102,2,1,1
49299,3809,2,1,1
49458,3305,1,1,1
49486,4005,2,1,1
49491,3705,2,1,1
49666,3304,2,1,1
49865,4112,1,1,1
49869,3304,2,1,1
49950,2902,1,1,1
50053,3105,1,1,1
50077,2801,2,1,1
50187,4103,2,1,1
50215,4014,2,1,1
50361,3103,1,1,1
50422,3902,2,1,1
50878,4004,2,1,1
51102,4002,2,1,1
51128,2802,2,1,1
51153,2801,1,1,1
51248,2801,2,1,1
51305,3704,2,1,1
51315,2903,2,1,1
51393,3303,2,1,1
51410,4011,2,1,1
51525,4104,1,1,1
51531,4107,1,1,1
51807,3703,1,1,1
51895,3802,2,1,1
51906,2801,2,1,1
51908,3313,2,1,1
52008,3705,2,1,1
52151,3208,2,1,1
52386,3806,2,1,1
52520,3310,1,1,1
52532,3710,1,1,1
52586,4011,2,1,1
52750,3102,1,1,1
52782,4003,2,1,1
53092,3808,2,1,1
53205,4002,2,1,1
53459,3802,2,1,1
53705,3103,1,1,1
53712,3309,1,1,1
53713,3106,2,1,1
53760,4106,2,1,1
53832,3809,1,1,1
53867,4011,2,1,1
53869,3702,2,1,1
53966,3312,2,1,1
54179,4007,2,1,1
54251,3305,1,1,1
54258,4003,2,1,1
54285,2802,2,1,1
54333,3807,2,1,1
54395,2902,2,1,1
54461,3103,2,1,1
54479,3001,2,1,1
54746,3302,1,1,1
54983,3902,1,1,1
55001,3710,1,1,1
55174,4114,1,1,1
55190,3902,1,1,1
55216,3105,2,1,1
55356,3102,1,1,1
55519,3106,2,1,1
55602,3205,2,1,1
55700,3206,2,1,1
55736,3701,1,1,1
55935,3102,1,1,1
55939,3310,2,1,1
56100,4007,2,1,1
56226,3309,2,1,1
56235,4110,1,1,1
56257,3902,2,1,1
56294,3705,1,1,1
56328,3107,2,1,1
56399,3707,2,1,1
56459,3107,2,1,1
56539,4108,1,1,1
56553,3702,2,1,1
56573,3808,2,1,1
56620,3705,2,1,1
56679,3104,2,1,1
56785,3703,2,1,1
56942,3707,2,1,1
56944,4105,2,1,1
56949,3105,2,1,1
57045,3103,1,1,1
57049,3705,2,1,1
57087,4104,1,1,1
57104,3207,2,1,1
57153,3902,2,1,1
57361,4017,2,1,1
57438,4006,1,1,1
57472,3709,1,1,1
57525,4009,2,1,1
57538,3201,2,1,1
57678,3803,2,1,1
57801,3707,1,1,1
57885,3803,2,1,1
57924,2802,1,1,1
57988,2902,1,1,1
58008,3809,2,1,1
58012,3702,1,1,1
58132,3707,2,1,1
58212,2902,1,1,1
58439,3702,2,1,1
58452,3705,1,1,1
58456,3702,2,1,1
58469,3804,2,1,1
58510,3105,2,1,1
58582,3710,1,1,1
58625,3805,1,1,1
58626,3806,1,1,1
58759,3802,2,1,1
58915,4114,2,1,1
58957,2802,1,1,1
59121,3903,1,1,1
59189,3304,2,1,1
59426,3305,2,1,1
59471,4106,1,1,1
59502,3002,2,1,1
59537,4004,1,1,1
59721,4018,2,1,1
59811,2902,1,1,1
59927,3902,2,1,1
59933,3105,2,1,1
60085,3705,2,1,1
60146,3305,2,1,1
60214,3804,2,1,1
60257,4103,1,1,1
60298,3104,2,1,1
60419,3105,1,1,1
60531,4103,1,1,1
60591,3705,2,1,1
60652,4114,1,1,1
60666,3206,2,1,1
60763,2802,1,1,1
60765,4111,2,1,1
60964,3206,2,1,1
61193,3313,2,1,1
61576,4001,2,1,1
61675,3808,2,1,1
61802,4008,2,1,1
61803,3202,2,1,1
61805,3304,2,1,1
61815,3807,2,1,1
62005,3305,1,1,1
62025,3705,2,1,1
62088,3703,2,1,1
62114,4004,1,1,1
62120,3304,2,1,1
62493,4011,1,1,1
62812,3808,2,1,1
62947,3210,2,1,1
62950,3002,2,1,1
62985,4012,1,1,1
63067,4004,2,1,1
63461,3809,2,1,1
63481,4104,2,1,1
63549,4007,2,1,1
63569,3810,2,1,1
63710,4010,2,1,1
63741,3808,2,1,1
63787,3802,2,1,1
63819,3201,2,1,1
64021,3304,2,1,1
64024,3809,2,1,1
64341,2802,1,1,1
64342,3206,2,1,1
64598,3203,1,1,1
64659,3710,1,1,1
64709,4003,1,1,1
64721,3810,2,1,1
64796,3205,2,1,1
64812,4007,2,1,1
65040,4112,1,1,1
65140,3312,1,1,1
65151,3710,1,1,1
65166,3802,2,1,1
65179,3705,2,1,1
65295,3304,2,1,1
65416,3103,1,1,1
65543,3710,1,1,1
65592,4007,2,1,1
65593,2801,1,1,1
65777,3710,2,1,1
65904,2801,2,1,1
65992,3003,2,1,1
66617,3104,2,1,1
67111,3209,2,1,1
67445,3001,1,1,1
67495,3104,2,1,1
67528,3306,1,1,1
67546,3701,1,1,1
67595,3106,2,1,1
67606,4001,2,1,1
67660,3306,2,1,1
67679,3304,2,1,1
67680,4016,2,1,1
67926,4114,1,1,1
67969,3704,2,1,1
68089,4008,2,1,1
68423,3212,2,1,1
68547,3802,2,1,1
68595,4004,2,1,1
68617,3802,2,1,1
68630,3707,2,1,1
68854,3304,2,1,1
68903,3808,2,1,1
69106,3701,2,1,1
69109,4008,1,1,1
69140,3810,2,1,1
69285,4107,2,1,1
69294,3809,2,1,1
69393,3802,2,1,1
69407,3202,1,1,1
69473,3704,1,1,1
69612,3710,2,1,1
69651,4014,2,1,1
69887,3002,2,1,1
69894,3804,2,1,1
69936,3304,2,1,1
69984,3304,2,1,1
70151,3802,2,1,1
70276,2903,2,1,1
70282,3002,2,1,1
70316,3310,1,1,1
70477,3810,2,1,1
70495,3303,1,1,1
70566,3206,2,1,1
70619,2801,1,1,1
70622,4004,2,1,1
70696,4113,2,1,1
70742,3701,2,1,1
70745,2801,2,1,1
70812,4004,2,1,1
70890,3802,2,1,1
71005,4103,1,1,1
71026,4114,1,1,1
71055,3703,1,1,1
71062,3704,2,1,1
71125,4009,2,1,1
71281,3804,2,1,1
71288,2902,1,1,1
71594,3707,2,1,1
71876,2801,2,1,1
71950,3701,1,1,1
71952,4003,2,1,1
71969,2902,1,1,1
71995,4008,2,1,1
72006,2802,2,1,1
72044,2802,1,1,1
72194,4005,1,1,1
72299,3203,1,1,1
72322,3101,1,1,1
72369,3710,2,1,1
72567,2801,1,1,1
72588,3903,2,1,1
72768,3803,1,1,1
72793,3202,1,1,1
72808,3311,2,1,1
72910,3209,2,1,1
73177,3903,2,1,1
73372,3312,2,1,1
73380,3801,2,1,1
73447,4104,2,1,1
73497,4105,2,1,1
73571,3202,2,1,1
73753,3707,1,1,1
73831,3305,2,1,1
74059,3206,1,1,1
74150,3313,2,1,1
74152,3307,2,1,1
74318,3313,1,1,1
74356,3104,1,1,1
74618,3002,2,1,1
74683,3210,2,1,1
74727,3103,1,1,1
74776,3808,2,1,1
74868,4006,1,1,1
75166,3309,2,1,1
75286,3704,1,1,1
75294,2801,1,1,1
75472,3903,1,1,1
75504,3207,1,1,1
75607,4006,2,1,1
75615,3102,2,1,1
75779,3806,1,1,1
76005,3704,2,1,1
76096,4110,1,1,1
76106,4103,1,1,1
76153,3703,1,1,1
76263,4007,2,1,1
76264,3808,2,1,1
76398,3002,2,1,1
76408,3807,2,1,1
76440,2802,2,1,1
76501,4012,1,1,1
76568,3801,2,1,1
76621,3202,2,1,1
76678,4103,1,1,1
76679,2903,1,1,1
76903,3808,2,1,1
76949,3003,1,1,1
77091,3801,2,1,1
77104,4012,2,1,1
77469,3707,2,1,1
77626,4009,2,1,1
77690,3305,1,1,1
77766,4110,1,1,1
78020,4110,2,1,1
78047,3210,2,1,1
78206,3202,2,1,1
78216,3304,2,1,1
78218,3208,1,1,1
78328,3810,2,1,1
78408,3705,2,1,1
78443,3102,1,1,1
78498,3305,1,1,1
78556,3702,1,1,1
78827,3710,2,1,1
78930,4004,2,1,1
78957,4101,2,1,1
78982,4106,2,1,1
79226,3304,2,1,1
79287,4007,2,1,1
79293,3703,2,1,1
79393,3202,1,1,1
79431,3810,2,1,1
79433,3802,2,1,1
79541,3710,1,1,1
79588,3206,2,1,1
79661,4009,1,1,1
79747,3810,2,1,1
79785,3105,1,1,1
80100,4004,1,1,1
80116,3305,1,1,1
80253,3305,1,1,1
80273,3301,2,1,1
80364,3803,2,1,1
80426,3810,2,1,1
80468,3104,2,1,1
80503,3709,1,1,1
80552,3103,2,1,1
80655,3105,1,1,1
80674,3104,2,1,1
80760,3207,1,1,1
80895,3305,1,1,1
80985,3304,2,1,1
81013,3101,2,1,1
81031,3306,2,1,1
81098,3106,1,1,1
81256,3701,1,1,1
81360,4008,2,1,1
81411,4113,2,1,1
81428,4112,1,1,1
81430,3710,1,1,1
81527,3002,2,1,1
81535,2802,2,1,1
81560,3805,1,1,1
81669,3710,1,1,1
81801,3702,2,1,1
81812,3809,2,1,1
81848,3202,2,1,1
81973,3002,1,1,1
82039,4105,2,1,1
82093,3107,1,1,1
82135,3304,2,1,1
82215,3704,1,1,1
82277,3002,1,1,1
82313,3806,2,1,1
82323,2901,2,1,1
82392,3301,2,1,1
82535,3810,2,1,1
82590,3310,2,1,1
82843,3702,1,1,1
82963,4010,2,1,1
83085,4103,1,1,1
83133,4110,2,1,1
83182,3706,1,1,1
83277,3308,2,1,1
83535,3304,2,1,1
83563,2801,1,1,1
83635,3808,2,1,1
83770,4101,2,1,1
83848,3212,1,1,1
83959,4105,2,1,1
84357,4107,1,1,1
84419,2802,2,1,1
84496,3102,2,1,1
84507,4004,2,1,1
84543,3709,2,1,1
84664,4102,1,1,1
84738,3102,1,1,1
84786,4010,2,1,1
85068,4108,2,1,1
85145,2802,1,1,1
85479,4112,2,1,1
85561,4106,2,1,1
85642,4011,2,1,1
85722,3707,2,1,1
85780,4104,2,1,1
85887,3304,2,1,1
85941,2903,2,1,1
86002,3803,2,1,1
86017,4105,1,1,1
86113,3201,1,1,1
86288,2802,2,1,1
86297,3709,1,1,1
86400,3710,2,1,1
86455,2903,1,1,1
86481,3807,2,1,1
86541,3701,2,1,1
86691,3107,2,1,1
86764,2802,2,1,1
86889,3901,2,1,1
87009,4004,1,1,1
87012,3206,1,1,1
87085,2802,2,1,1
87288,3106,1,1,1
87467,3710,1,1,1
87578,3103,1,1,1
87583,4001,2,1,1
87602,2901,2,1,1
87608,4015,2,1,1
87760,3705,2,1,1
87811,2802,1,1,1
87859,3203,2,1,1
87963,3710,2,1,1
88334,3703,2,1,1
88336,4102,2,1,1
88342,4003,2,1,1
88376,4008,1,1,1
88393,3304,1,1,1
88411,2903,2,1,1
88454,3705,2,1,1
88517,3002,2,1,1
88537,3211,2,1,1
88589,3804,2,1,1
88622,3305,2,1,1
88721,2903,2,1,1
88743,3101,2,1,1
88747,3207,2,1,1
88760,3802,2,1,1
88918,3810,2,1,1
88978,3102,1,1,1
88986,3806,2,1,1
89042,3802,2,1,1
89129,4111,2,1,1
89153,4114,1,1,1
89223,4005,1,1,1
89277,3002,2,1,1
89301,3704,1,1,1
89312,3808,2,1,1
89519,3701,1,1,1
89533,3304,2,1,1
89616,4015,1,1,1
89623,3307,1,1,1
89670,4110,2,1,1
89779,4105,2,1,1
89835,3903,1,1,1
89856,4105,2,1,1
90000,4012,1,1,1
90248,3802,2,1,1
90320,3210,2,1,1
90441,2801,2,1,1
90471,3707,2,1,1
90547,2903,2,1,1
90590,4106,1,1,1
90646,3102,2,1,1
90836,3002,2,1,1
91108,3305,1,1,1
91269,3103,2,1,1
91338,3810,2,1,1
91514,4106,1,1,1
91592,3801,1,1,1
91604,2802,2,1,1
91872,4001,2,1,1
92091,3804,2,1,1
92127,3305,2,1,1
92164,3308,2,1,1
92345,3302,1,1,1
92404,4018,2,1,1
92442,4103,1,1,1
92451,3307,1,1,1
92484,3101,2,1,1
92562,4004,2,1,1
92574,3310,2,1,1
92586,3806,2,1,1
92588,2801,2,1,1
92783,3802,2,1,1
92833,3105,1,1,1
92840,2902,1,1,1
92910,4009,2,1,1
92926,3801,1,1,1
92965,3202,2,1,1
93062,3305,1,1,1
93103,2801,2,1,1
93108,3202,2,1,1
93139,3705,2,1,1
93178,3305,2,1,1
93530,2802,2,1,1
93580,3002,2,1,1
93585,4016,2,1,1
93588,3802,2,1,1
93661,3708,2,1,1
93719,3206,1,1,1
93761,4006,2,1,1
93766,3710,1,1,1
93832,4109,1,1,1
93900,3002,2,1,1
93950,3802,2,1,1
93971,2903,2,1,1
93994,4011,1,1,1
94050,4004,2,1,1
94114,3807,2,1,1
94225,3104,1,1,1
94268,4011,1,1,1
94282,3801,2,1,1
94392,4007,2,1,1
94418,3312,2,1,1
94436,4004,1,1,1
94482,4006,1,1,1
94529,2903,2,1,1
94589,4114,2,1,1
94616,3804,2,1,1
94706,3806,2,1,1
94748,3805,1,1,1
94772,4113,2,1,1
95009,3310,2,1,1
95064,3704,1,1,1
95335,4016,2,1,1
95435,3103,2,1,1
95472,3803,1,1,1
95548,3305,1,1,1
95563,3710,1,1,1
95672,2801,2,1,1
95716,3802,2,1,1
95734,3202,1,1,1
95764,3706,1,1,1
95800,3003,2,1,1
95868,4001,2,1,1
95870,3902,1,1,1
96001,3307,1,1,1
96045,4016,2,1,1
96103,4012,1,1,1
96601,3101,1,1,1
96640,3003,2,1,1
96657,3710,1,1,1
96735,3804,2,1,1
96855,3202,2,1,1
97006,4114,1,1,1
97051,2902,1,1,1
97230,3703,2,1,1
97245,3101,2,1,1
97665,3304,2,1,1
97714,3303,2,1,1
97837,3105,1,1,1
98189,3708,1,1,1
98270,4001,1,1,1
98314,4102,1,1,1
98351,3702,2,1,1
98353,3107,2,1,1
98398,3212,2,1,1
98509,4008,2,1,1
98633,2801,1,1,1
98670,2801,2,1,1
98749,3701,1,1,1
98768,3309,2,1,1
98801,3710,2,1,1
99081,3705,2,1,1
99091,2802,2,1,1
99128,3810,2,1,1
99184,4114,1,1,1
99186,4016,2,1,1
99220,4008,2,1,1
99328,4015,2,1,1
99371,2903,2,1,1
99395,3003,1,1,1
99437,4102,1,1,1
99518,3903,2,1,1
99556,3710,1,1,1
99633,4105,2,1,1
99640,3710,2,1,1
99788,3211,2,1,1
99875,3205,2,1,1
100097,3107,1,1,1
100117,4114,1,1,1
100146,3202,2,1,1
100242,2902,1,1,1
100308,3205,2,1,1
100322,3101,2,1,1
100587,4111,2,1,1
100713,4002,2,1,1
100776,3809,2,1,1
100824,3307,2,1,1
100893,3304,2,1,1
100953,4113,2,1,1
101021,3303,1,1,1
101109,3309,1,1,1
101166,2802,2,1,1
101218,3104,2,1,1
101270,3311,1,1,1
101620,3703,1,1,1
101886,3104,2,1,1
101932,3808,2,1,1
101979,4114,1,1,1
102000,3810,2,1,1
102107,3206,2,1,1
102160,4114,1,1,1
102291,3102,1,1,1
102636,3710,1,1,1
102846,3106,2,1,1
103163,3001,2,1,1
103304,3201,2,1,1
103396,3107,2,1,1
103409,4105,2,1,1
103424,4007,2,1,1
103530,4004,1,1,1
103566,4103,1,1,1
103635,4015,1,1,1
103643,4111,2,1,1
103649,3802,2,1,1
103708,3705,2,1,1
103724,3206,2,1,1
103844,3309,2,1,1
